node1,node2,label
G_120,D_OMIM:616459,0
G_10273,D_ORPHA:631103,1
G_7074,D_OMIM:259440,0
G_84168,D_ORPHA:225123,0
G_51057,D_ORPHA:420492,0
G_1540,D_OMIM:620775,0
G_54834,D_ORPHA:244,0
G_2582,D_OMIM:230350,1
G_2571,D_ORPHA:210141,1
G_51168,D_ORPHA:140957,0
G_745,D_OMIM:618280,1
G_16,D_OMIM:613287,1
G_27086,D_OMIM:601539,0
G_55636,D_ORPHA:39041,1
G_3081,D_OMIM:203500,1
G_2100,D_ORPHA:329235,0
G_2324,D_OMIM:618780,1
G_4570,D_OMIM:220110,1
G_4036,D_ORPHA:75563,0
G_2591,D_ORPHA:306661,1
G_3067,D_OMIM:246450,0
G_55213,D_ORPHA:629,0
G_64805,D_ORPHA:36355,1
G_11284,D_OMIM:613402,1
G_22818,D_OMIM:607634,0
G_4575,D_ORPHA:550,1
G_7291,D_OMIM:617746,1
G_7225,D_ORPHA:656,1
G_4705,D_OMIM:613265,0
G_84679,D_OMIM:301024,1
G_2324,D_OMIM:615593,0
G_1001,D_OMIM:601553,1
G_7156,D_OMIM:618097,1
G_58494,D_OMIM:219200,0
G_7531,D_ORPHA:213711,1
G_197135,D_OMIM:617743,1
G_11222,D_ORPHA:319509,1
G_116461,D_ORPHA:314811,0
G_7415,D_ORPHA:329478,1
G_10660,D_ORPHA:661,1
G_91949,D_OMIM:608779,1
G_55340,D_ORPHA:329217,0
G_396,D_ORPHA:656,1
G_8506,D_OMIM:616286,1
G_6855,D_ORPHA:777,1
G_55526,D_ORPHA:329258,1
G_79813,D_ORPHA:261652,1
G_54820,D_ORPHA:71517,0
G_4796,D_ORPHA:199318,0
G_10008,D_OMIM:278730,0
G_6338,D_OMIM:211400,1
G_11322,D_OMIM:226400,1
G_4838,D_ORPHA:157769,1
G_659,D_ORPHA:275777,1
G_55975,D_ORPHA:101016,0
G_144811,D_OMIM:617323,0
G_374354,D_OMIM:210900,0
G_7066,D_ORPHA:3319,1
G_5027,D_OMIM:621214,0
G_55165,D_OMIM:248700,0
G_713,D_ORPHA:169147,1
G_4123,D_OMIM:619775,1
G_1471,D_OMIM:611136,0
G_653361,D_OMIM:612651,0
G_100127206,D_ORPHA:86813,0
G_6331,D_OMIM:608567,1
G_162417,D_OMIM:237310,1
G_5573,D_ORPHA:79233,0
G_81570,D_OMIM:614576,0
G_27030,D_ORPHA:615983,0
G_23030,D_OMIM:619320,1
G_5406,D_OMIM:257850,0
G_84627,D_ORPHA:90354,1
G_91754,D_OMIM:617022,1
G_186,D_OMIM:620459,0
G_2243,D_ORPHA:93562,1
G_3852,D_OMIM:300271,0
G_51025,D_OMIM:613320,1
G_23557,D_OMIM:621393,1
G_80821,D_OMIM:609340,1
G_5345,D_OMIM:262850,1
G_25802,D_OMIM:258660,0
G_54970,D_OMIM:617709,0
G_54888,D_ORPHA:2670,0
G_54617,D_OMIM:203200,0
G_1380,D_OMIM:614699,1
G_84992,D_OMIM:617284,0
G_83449,D_OMIM:618112,1
G_84504,D_ORPHA:402014,0
G_2235,D_OMIM:177000,1
G_367,D_OMIM:301120,1
G_1523,D_OMIM:603472,0
G_6628,D_ORPHA:1393,1
G_4487,D_ORPHA:99798,1
G_10599,D_OMIM:613100,0
G_2821,D_OMIM:614395,0
G_93649,D_OMIM:618719,1
G_9516,D_ORPHA:101083,1
G_56603,D_OMIM:616878,0
G_3070,D_OMIM:170100,0
G_92579,D_ORPHA:331176,1
G_3040,D_ORPHA:93616,1
G_81704,D_OMIM:619263,0
G_377,D_OMIM:615273,0
G_3170,D_OMIM:618237,0
G_3236,D_ORPHA:98784,0
G_389207,D_OMIM:617360,0
G_6571,D_ORPHA:2970,0
G_4049,D_OMIM:610988,1
G_2521,D_ORPHA:79105,1
G_4677,D_OMIM:619091,1
G_29929,D_ORPHA:79320,1
G_5994,D_ORPHA:572,1
G_5573,D_OMIM:261540,0
G_25788,D_ORPHA:1195,0
G_55532,D_ORPHA:57,0
G_388698,D_OMIM:252011,0
G_730,D_OMIM:610102,1
G_51319,D_OMIM:304120,0
G_79600,D_ORPHA:564,1
G_805,D_OMIM:616249,1
G_10269,D_ORPHA:163699,0
G_64087,D_ORPHA:6,1
G_4784,D_OMIM:602535,1
G_4654,D_OMIM:614941,0
G_6495,D_ORPHA:90635,1
G_27315,D_OMIM:219700,0
G_1027,D_OMIM:110450,0
G_51603,D_OMIM:605429,1
G_51002,D_OMIM:613881,0
G_121391,D_ORPHA:69084,1
G_29968,D_ORPHA:583602,1
G_90,D_OMIM:618858,0
G_4665,D_OMIM:608930,0
G_23498,D_OMIM:222900,0
G_1075,D_ORPHA:2342,1
G_80144,D_OMIM:300604,0
G_144132,D_ORPHA:399805,1
G_4508,D_ORPHA:397750,1
G_23529,D_ORPHA:662184,0
G_9147,D_OMIM:615658,0
G_222663,D_ORPHA:370348,0
G_64764,D_ORPHA:268114,0
G_8030,D_ORPHA:146,1
G_10935,D_ORPHA:696907,0
G_5894,D_ORPHA:648,1
G_1183,D_ORPHA:485350,1
G_55250,D_ORPHA:873,0
G_5189,D_ORPHA:912,1
G_109,D_OMIM:620269,0
G_1108,D_OMIM:616839,0
G_11152,D_OMIM:300894,1
G_673,D_OMIM:163950,1
G_55603,D_ORPHA:216812,1
G_7428,D_ORPHA:238557,1
G_7249,D_ORPHA:805,1
G_10891,D_OMIM:614470,0
G_343637,D_ORPHA:94150,1
G_57505,D_ORPHA:251375,0
G_5568,D_ORPHA:438207,1
G_57679,D_OMIM:613451,0
G_6335,D_ORPHA:88642,1
G_1317,D_OMIM:613076,0
G_6810,D_OMIM:620745,1
G_2887,D_ORPHA:281122,0
G_129563,D_OMIM:601068,0
G_5949,D_OMIM:268000,1
G_2528,D_OMIM:613852,1
G_22948,D_OMIM:233600,0
G_51729,D_OMIM:619227,1
G_286053,D_ORPHA:808,1
G_10043,D_OMIM:614838,0
G_79184,D_OMIM:304120,0
G_9378,D_ORPHA:600663,1
G_64421,D_OMIM:603554,1
G_1557,D_OMIM:609535,1
G_162514,D_OMIM:616400,1
G_8787,D_ORPHA:75374,1
G_10280,D_OMIM:618955,0
G_5977,D_ORPHA:1465,1
G_613,D_OMIM:614809,0
G_3300,D_ORPHA:443950,1
G_154288,D_ORPHA:254693,1
G_8367,D_ORPHA:528084,1
G_123624,D_ORPHA:98974,1
G_22930,D_ORPHA:1387,1
G_5424,D_ORPHA:440437,1
G_1610,D_OMIM:620783,0
G_90411,D_ORPHA:35909,1
G_79783,D_OMIM:610031,0
G_51475,D_ORPHA:90636,1
G_3035,D_OMIM:614504,1
G_7804,D_OMIM:617116,0
G_11200,D_ORPHA:145,1
G_79823,D_ORPHA:199337,0
G_2259,D_OMIM:620174,1
G_7535,D_ORPHA:1159,0
G_3339,D_ORPHA:800,1
G_54848,D_OMIM:618580,0
G_389549,D_OMIM:616030,1
G_58508,D_ORPHA:261652,1
G_80055,D_OMIM:621608,0
G_1861,D_ORPHA:256,1
G_2683,D_OMIM:620364,1
G_5137,D_ORPHA:90635,1
G_10599,D_OMIM:237450,1
G_857,D_ORPHA:220393,1
G_6927,D_ORPHA:404511,1
G_81555,D_OMIM:617108,0
G_8139,D_OMIM:619964,0
G_7277,D_OMIM:621226,1
G_120227,D_ORPHA:289157,1
G_338328,D_OMIM:182000,0
G_10559,D_OMIM:614025,0
G_5354,D_OMIM:312080,1
G_2132,D_ORPHA:466926,1
G_25814,D_OMIM:603516,1
G_10522,D_OMIM:617171,1
G_26038,D_ORPHA:528084,1
G_6757,D_ORPHA:3273,1
G_5621,D_ORPHA:356,1
G_643226,D_ORPHA:696874,0
G_389856,D_OMIM:617296,0
G_3094,D_ORPHA:324442,1
G_51067,D_ORPHA:1568,0
G_2078,D_ORPHA:370334,1
G_219285,D_ORPHA:2585,1
G_207063,D_ORPHA:247709,0
G_7414,D_OMIM:613255,1
G_140628,D_OMIM:617912,1
G_4625,D_ORPHA:324604,1
G_1409,D_ORPHA:98991,1
G_2395,D_OMIM:621377,0
G_1581,D_OMIM:617948,0
G_84634,D_ORPHA:650097,1
G_950,D_ORPHA:308,1
G_3516,D_OMIM:614383,0
G_64432,D_OMIM:616726,0
G_202018,D_OMIM:605711,0
G_1495,D_OMIM:620364,0
G_10112,D_ORPHA:75249,1
G_2224,D_OMIM:619733,0
G_3815,D_ORPHA:98829,1
G_7840,D_OMIM:203800,1
G_10940,D_ORPHA:71,0
G_54539,D_OMIM:301021,1
G_149465,D_OMIM:606159,0
G_8988,D_OMIM:613376,1
G_1855,D_OMIM:616331,1
G_9382,D_OMIM:611209,1
G_5189,D_OMIM:234580,1
G_161497,D_OMIM:611102,1
G_11155,D_ORPHA:88918,0
G_57479,D_OMIM:619539,1
G_5832,D_OMIM:219150,1
G_1621,D_ORPHA:508542,0
G_112755,D_ORPHA:36387,1
G_8632,D_OMIM:277180,0
G_5663,D_OMIM:612797,0
G_84634,D_OMIM:146110,1
G_23286,D_OMIM:614153,0
G_54344,D_OMIM:612937,1
G_5727,D_OMIM:109400,1
G_79143,D_OMIM:600334,0
G_9419,D_ORPHA:280200,0
G_5681,D_OMIM:620962,1
G_7161,D_OMIM:619466,1
G_6689,D_OMIM:615219,0
G_8763,D_OMIM:616969,1
G_7415,D_ORPHA:52430,1
G_657,D_ORPHA:329971,1
G_84947,D_OMIM:616263,0
G_10318,D_OMIM:615465,0
G_755,D_ORPHA:1872,1
G_4191,D_ORPHA:309169,0
G_51473,D_ORPHA:478,0
G_5290,D_OMIM:613089,1
G_151516,D_OMIM:146750,1
G_11146,D_OMIM:602080,0
G_6653,D_OMIM:116400,0
G_8028,D_OMIM:614935,0
G_545,D_ORPHA:642691,0
G_57156,D_ORPHA:631088,1
G_50628,D_ORPHA:93334,0
G_4519,D_OMIM:535000,1
G_80704,D_ORPHA:263410,1
G_4907,D_OMIM:619924,0
G_2224,D_OMIM:617027,0
G_5191,D_OMIM:614879,1
G_6315,D_ORPHA:98760,1
G_1415,D_ORPHA:98991,1
G_4644,D_ORPHA:363540,0
G_23385,D_ORPHA:289478,1
G_9343,D_ORPHA:79113,1
G_3293,D_ORPHA:752,1
G_203859,D_ORPHA:399096,1
G_1836,D_ORPHA:56304,1
G_2120,D_ORPHA:585929,1
G_4327,D_ORPHA:911,0
G_23019,D_OMIM:301018,0
G_144132,D_OMIM:619712,1
G_116519,D_ORPHA:90695,0
G_92749,D_OMIM:274900,0
G_4659,D_ORPHA:43115,0
G_6522,D_ORPHA:1507,0
G_57222,D_ORPHA:1143,1
G_170689,D_OMIM:620545,1
G_2984,D_ORPHA:314373,1
G_22931,D_OMIM:619895,0
G_72,D_OMIM:607450,0
G_5155,D_ORPHA:263662,1
G_6519,D_ORPHA:163690,1
G_8021,D_OMIM:618426,1
G_10083,D_OMIM:203650,0
G_7157,D_ORPHA:524,1
G_6323,D_ORPHA:36387,1
G_64412,D_ORPHA:86841,0
G_324,D_ORPHA:314022,1
G_9241,D_OMIM:186570,1
G_7201,D_ORPHA:99832,1
G_654,D_OMIM:620121,1
G_3709,D_ORPHA:686999,0
G_3918,D_ORPHA:79404,1
G_7547,D_OMIM:615966,0
G_79053,D_ORPHA:2924,1
G_23512,D_ORPHA:3447,1
G_55624,D_ORPHA:588,1
G_54928,D_OMIM:614078,1
G_51308,D_ORPHA:401849,1
G_4477,D_OMIM:618458,0
G_336,D_OMIM:143890,1
G_11113,D_OMIM:612657,0
G_9853,D_OMIM:617773,1
G_1789,D_OMIM:613325,0
G_55159,D_ORPHA:300293,0
G_4704,D_OMIM:262300,0
G_116028,D_ORPHA:91347,0
G_6736,D_ORPHA:251510,1
G_284,D_OMIM:619361,1
G_5660,D_ORPHA:309263,1
G_3315,D_OMIM:606595,1
G_134701,D_OMIM:112100,0
G_101929726,D_OMIM:306900,0
G_25839,D_OMIM:613489,1
G_9607,D_ORPHA:268162,0
G_1776,D_ORPHA:576,0
G_647219,D_OMIM:609053,0
G_6657,D_ORPHA:77298,1
G_5378,D_OMIM:618223,0
G_286151,D_OMIM:619696,1
G_3746,D_ORPHA:435438,1
G_4171,D_ORPHA:90635,1
G_4137,D_ORPHA:708,0
G_64423,D_OMIM:618314,0
G_406932,D_OMIM:615751,0
G_89884,D_ORPHA:95494,1
G_22917,D_OMIM:615774,1
G_3910,D_OMIM:620189,0
G_5444,D_OMIM:613970,0
G_940,D_ORPHA:2584,1
G_4627,D_OMIM:603622,1
G_4952,D_OMIM:309000,1
G_91147,D_OMIM:126550,0
G_50640,D_OMIM:610425,0
G_406960,D_OMIM:614303,1
G_29105,D_ORPHA:659904,0
G_51592,D_ORPHA:146,1
G_5199,D_ORPHA:2966,1
G_5727,D_ORPHA:377,1
G_2261,D_ORPHA:251576,1
G_135,D_ORPHA:1393,0
G_2018,D_OMIM:616501,0
G_2314,D_OMIM:620635,1
G_51684,D_ORPHA:251858,1
G_28976,D_ORPHA:99901,1
G_6654,D_ORPHA:648,1
G_493753,D_ORPHA:1561,1
G_1503,D_ORPHA:420573,1
G_1290,D_ORPHA:261638,0
G_56172,D_ORPHA:595105,0
G_779,D_ORPHA:397755,1
G_6609,D_OMIM:607616,1
G_3209,D_OMIM:609285,0
G_57572,D_ORPHA:552,0
G_121512,D_OMIM:609311,1
G_10617,D_OMIM:146000,0
G_3236,D_OMIM:614878,0
G_5176,D_OMIM:202010,0
G_6262,D_ORPHA:3286,1
G_56616,D_OMIM:101400,0
G_6857,D_OMIM:618218,1
G_51322,D_OMIM:188470,0
G_7021,D_ORPHA:976,0
G_729230,D_OMIM:609423,1
G_1287,D_ORPHA:653722,1
G_3064,D_ORPHA:79105,0
G_551,D_OMIM:125700,1
G_4007,D_OMIM:170500,0
G_84173,D_OMIM:619500,1
G_9742,D_OMIM:616801,0
G_2697,D_ORPHA:1522,1
G_558,D_ORPHA:3162,0
G_3075,D_ORPHA:75376,1
G_1589,D_ORPHA:315306,1
G_9325,D_OMIM:617433,0
G_388588,D_OMIM:613641,0
G_81615,D_ORPHA:250977,0
G_199713,D_OMIM:616459,0
G_6154,D_ORPHA:319651,0
G_27352,D_ORPHA:401849,0
G_1121,D_OMIM:303100,1
G_1641,D_ORPHA:696289,0
G_23155,D_OMIM:608902,0
G_57338,D_OMIM:300854,0
G_1621,D_OMIM:617643,0
G_55630,D_OMIM:608104,0
G_253017,D_ORPHA:3286,1
G_1482,D_OMIM:614432,1
G_3791,D_OMIM:615219,0
G_163183,D_ORPHA:90636,1
G_10092,D_OMIM:610733,0
G_3026,D_OMIM:613490,0
G_54949,D_OMIM:601650,1
G_6736,D_OMIM:400045,1
G_340075,D_ORPHA:401815,1
G_84905,D_ORPHA:641368,1
G_11151,D_ORPHA:228003,1
G_7010,D_OMIM:600195,1
G_5455,D_ORPHA:268114,0
G_6426,D_OMIM:613985,0
G_5593,D_OMIM:619638,1
G_1183,D_OMIM:611490,0
G_196527,D_OMIM:262890,1
G_54808,D_OMIM:615749,0
G_54361,D_OMIM:611812,1
G_9499,D_OMIM:174810,0
G_5604,D_OMIM:115150,1
G_10342,D_ORPHA:435819,1
G_11280,D_ORPHA:306577,1
G_84919,D_OMIM:121820,0
G_3730,D_OMIM:613319,0
G_5818,D_OMIM:225060,1
G_8214,D_OMIM:278780,0
G_1441,D_ORPHA:86829,1
G_221692,D_OMIM:607271,0
G_7248,D_ORPHA:210159,1
G_53405,D_ORPHA:520,0
G_8526,D_ORPHA:329903,1
G_59341,D_OMIM:613508,1
G_79783,D_OMIM:613954,0
G_79669,D_OMIM:620177,1
G_84733,D_OMIM:613080,1
G_10159,D_OMIM:300423,1
G_6514,D_OMIM:227810,1
G_22978,D_ORPHA:320396,1
G_55630,D_OMIM:201100,1
G_11160,D_ORPHA:231040,0
G_9829,D_OMIM:618549,0
G_5644,D_OMIM:612379,0
G_51816,D_ORPHA:697417,0
G_23780,D_ORPHA:2319,0
G_283120,D_ORPHA:654,1
G_51524,D_ORPHA:498494,0
G_126792,D_ORPHA:536467,1
G_57459,D_ORPHA:319160,0
G_6521,D_OMIM:110500,1
G_775,D_ORPHA:101016,1
G_991,D_ORPHA:708036,0
G_84071,D_ORPHA:276234,1
G_113235,D_ORPHA:93930,0
G_2165,D_OMIM:613235,1
G_3094,D_OMIM:245480,0
G_3559,D_OMIM:606367,1
G_203859,D_ORPHA:206549,1
G_79751,D_ORPHA:1934,1
G_3070,D_OMIM:616911,1
G_2033,D_ORPHA:353284,1
G_55628,D_OMIM:619557,1
G_221264,D_OMIM:618512,0
G_9321,D_OMIM:620510,0
G_440,D_ORPHA:3238,0
G_6137,D_OMIM:604116,0
G_26119,D_OMIM:614180,0
G_5610,D_OMIM:619687,1
G_3914,D_OMIM:610965,0
G_3075,D_ORPHA:244275,1
G_84899,D_OMIM:618094,0
G_55605,D_ORPHA:45358,1
G_55851,D_ORPHA:79145,1
G_8243,D_OMIM:201750,0
G_8443,D_ORPHA:485418,0
G_10847,D_OMIM:619595,1
G_359948,D_OMIM:619130,0
G_54551,D_OMIM:229300,0
G_55572,D_OMIM:601665,0
G_345193,D_ORPHA:436174,0
G_6295,D_OMIM:270450,0
G_6934,D_ORPHA:528084,1
G_54532,D_ORPHA:443988,0
G_367,D_OMIM:313200,1
G_3579,D_OMIM:233690,0
G_57158,D_OMIM:256730,0
G_3199,D_ORPHA:140963,1
G_2760,D_ORPHA:2241,0
G_1911,D_OMIM:619693,0
G_6390,D_OMIM:115310,1
G_4722,D_ORPHA:404553,0
G_340719,D_OMIM:615413,1
G_54517,D_OMIM:618342,1
G_6648,D_OMIM:612634,1
G_25861,D_ORPHA:90636,1
G_4715,D_OMIM:618245,1
G_114803,D_OMIM:613856,0
G_10054,D_OMIM:621375,0
G_55054,D_OMIM:611081,1
G_80224,D_ORPHA:369920,0
G_7428,D_ORPHA:276621,1
G_567,D_OMIM:620659,1
G_6638,D_ORPHA:177901,1
G_2250,D_ORPHA:411788,1
G_318,D_OMIM:264080,0
G_284184,D_ORPHA:2609,1
G_7385,D_ORPHA:1460,1
G_50615,D_ORPHA:357329,1
G_90416,D_OMIM:259730,0
G_4841,D_ORPHA:464311,0
G_7157,D_ORPHA:251579,1
G_5216,D_OMIM:300049,0
G_10381,D_ORPHA:300570,1
G_596,D_OMIM:616486,0
G_2027,D_ORPHA:99849,1
G_7305,D_ORPHA:98849,0
G_10111,D_ORPHA:1515,0
G_1300,D_OMIM:156500,1
G_57863,D_ORPHA:217385,0
G_150365,D_OMIM:618431,1
G_112,D_ORPHA:2680,1
G_4299,D_ORPHA:589595,1
G_3119,D_OMIM:614872,0
G_6775,D_ORPHA:536,1
G_9076,D_OMIM:231300,0
G_4322,D_OMIM:602111,1
G_221496,D_OMIM:619322,1
G_29980,D_OMIM:617604,1
G_9742,D_ORPHA:474,1
G_55773,D_OMIM:614203,0
G_3683,D_OMIM:614097,0
G_2254,D_OMIM:612961,1
G_474,D_OMIM:613329,0
G_348980,D_ORPHA:538931,0
G_1287,D_ORPHA:1018,1
G_3795,D_ORPHA:2056,1
G_84833,D_OMIM:619103,0
G_253738,D_OMIM:614020,0
G_7380,D_ORPHA:93100,1
G_2846,D_OMIM:619510,0
G_122961,D_OMIM:614602,0
G_8270,D_OMIM:301006,1
G_23389,D_OMIM:616789,1
G_5393,D_OMIM:607628,0
G_7827,D_OMIM:600995,1
G_7703,D_ORPHA:688642,1
G_11232,D_OMIM:123150,0
G_80267,D_OMIM:614972,0
G_4604,D_OMIM:614335,1
G_3299,D_ORPHA:597887,0
G_115286,D_ORPHA:261222,0
G_11078,D_OMIM:609823,1
G_3209,D_OMIM:615593,0
G_3157,D_ORPHA:3342,0
G_5081,D_OMIM:618578,1
G_653361,D_ORPHA:379,1
G_26235,D_ORPHA:564178,0
G_55191,D_OMIM:257920,0
G_80270,D_ORPHA:431361,0
G_6154,D_OMIM:619483,0
G_54084,D_OMIM:620173,1
G_5781,D_ORPHA:905,0
G_51339,D_ORPHA:63260,1
G_3814,D_OMIM:614842,1
G_51206,D_OMIM:614201,1
G_348980,D_ORPHA:36387,1
G_4920,D_OMIM:618625,0
G_80036,D_OMIM:620224,1
G_291,D_OMIM:614728,0
G_6833,D_ORPHA:99886,1
G_91801,D_ORPHA:88616,1
G_55130,D_ORPHA:244,1
G_79977,D_ORPHA:423454,1
G_7484,D_ORPHA:370015,0
G_7450,D_ORPHA:166078,1
G_4633,D_ORPHA:137898,0
G_3081,D_ORPHA:56,1
G_149461,D_ORPHA:85191,0
G_182,D_OMIM:535000,0
G_25802,D_OMIM:617977,0
G_80324,D_OMIM:618460,0
G_81794,D_OMIM:617101,0
G_10908,D_OMIM:175200,0
G_94,D_ORPHA:774,1
G_4566,D_OMIM:545000,1
G_2947,D_ORPHA:210548,0
G_24148,D_ORPHA:166282,0
G_5144,D_ORPHA:439822,1
G_4665,D_ORPHA:2126,1
G_8665,D_OMIM:606164,0
G_83987,D_ORPHA:2616,1
G_23301,D_OMIM:611868,1
G_5745,D_ORPHA:296,1
G_84627,D_OMIM:615457,0
G_117581,D_OMIM:209885,1
G_23090,D_OMIM:614844,1
G_201973,D_OMIM:607107,0
G_6240,D_ORPHA:254886,1
G_116228,D_OMIM:619054,1
G_150274,D_OMIM:619523,1
G_54084,D_OMIM:617695,0
G_23545,D_ORPHA:357074,1
G_1959,D_OMIM:605253,1
G_1294,D_ORPHA:1552,0
G_3026,D_OMIM:615665,0
G_54361,D_OMIM:158330,1
G_133396,D_ORPHA:353220,1
G_51057,D_OMIM:615924,0
G_6497,D_ORPHA:1606,1
G_6868,D_ORPHA:589856,0
G_4204,D_OMIM:300260,1
G_168667,D_ORPHA:93274,0
G_11136,D_OMIM:603552,0
G_55366,D_ORPHA:280397,0
G_10216,D_OMIM:616029,0
G_51473,D_OMIM:617394,1
G_200894,D_OMIM:616100,0
G_8547,D_OMIM:609322,0
G_4329,D_OMIM:119500,0
G_8438,D_OMIM:618333,0
G_9076,D_OMIM:607626,1
G_5961,D_OMIM:613105,1
G_389434,D_OMIM:607313,0
G_8565,D_OMIM:608323,1
G_147872,D_OMIM:620548,1
G_226,D_OMIM:620438,0
G_9423,D_ORPHA:238722,1
G_167691,D_OMIM:616231,0
G_4128,D_OMIM:617686,0
G_26012,D_OMIM:146200,0
G_2700,D_ORPHA:276152,0
G_4547,D_OMIM:200100,1
G_6515,D_ORPHA:399,1
G_118491,D_OMIM:620680,0
G_676,D_OMIM:617644,1
G_127833,D_ORPHA:519388,0
G_26047,D_OMIM:612100,1
G_3043,D_ORPHA:231249,1
G_23064,D_OMIM:185500,0
G_3759,D_OMIM:609622,1
G_10999,D_OMIM:609734,0
G_7535,D_ORPHA:169142,0
G_4160,D_OMIM:618406,1
G_84690,D_OMIM:616202,0
G_200576,D_ORPHA:98970,1
G_3766,D_ORPHA:98809,1
G_8802,D_OMIM:608099,0
G_4256,D_OMIM:245150,1
G_6096,D_OMIM:612528,0
G_4598,D_OMIM:260920,1
G_55572,D_OMIM:184253,0
G_23495,D_OMIM:240500,1
G_2645,D_ORPHA:79299,1
G_22907,D_OMIM:300863,0
G_23499,D_ORPHA:169808,0
G_29894,D_OMIM:618827,1
G_10667,D_ORPHA:319519,1
G_80173,D_ORPHA:137893,1
G_7846,D_ORPHA:45358,1
G_4574,D_ORPHA:157794,0
G_2516,D_OMIM:617480,1
G_5813,D_ORPHA:261619,0
G_10059,D_OMIM:615616,0
G_10566,D_OMIM:620353,1
G_23096,D_OMIM:309530,1
G_3373,D_OMIM:617601,0
G_84910,D_ORPHA:251510,0
G_8467,D_ORPHA:59135,0
G_23405,D_OMIM:618272,1
G_84894,D_OMIM:300943,0
G_6689,D_ORPHA:186,1
G_579,D_ORPHA:228387,1
G_259236,D_ORPHA:93328,0
G_100422910,D_OMIM:601316,0
G_7879,D_ORPHA:99936,1
G_7290,D_OMIM:616188,0
G_10203,D_OMIM:146255,0
G_5244,D_ORPHA:79305,1
G_57379,D_ORPHA:101089,1
G_347734,D_OMIM:615381,0
G_2677,D_OMIM:614732,0
G_6391,D_ORPHA:29072,1
G_84947,D_ORPHA:352328,1
G_81608,D_ORPHA:314950,1
G_26121,D_ORPHA:791,1
G_284,D_OMIM:138500,0
G_5307,D_OMIM:619512,0
G_5972,D_OMIM:618150,0
G_2263,D_ORPHA:2363,1
G_2074,D_ORPHA:1466,1
G_63901,D_ORPHA:307,0
G_55180,D_OMIM:617691,0
G_23299,D_OMIM:617255,0
G_2006,D_ORPHA:3193,1
G_54982,D_OMIM:606170,0
G_256764,D_ORPHA:100033,1
G_8312,D_OMIM:114550,1
G_3560,D_OMIM:308205,0
G_79587,D_OMIM:612462,0
G_51163,D_OMIM:620510,1
G_3975,D_OMIM:223900,0
G_1410,D_OMIM:615184,1
G_1145,D_OMIM:617660,0
G_126129,D_ORPHA:289266,0
G_4817,D_ORPHA:526,0
G_2556,D_OMIM:613640,0
G_7517,D_OMIM:602491,0
G_8988,D_ORPHA:139525,1
G_4564,D_ORPHA:90641,1
G_9419,D_OMIM:619301,0
G_10262,D_OMIM:616166,0
G_3119,D_ORPHA:100006,0
G_54456,D_ORPHA:399805,1
G_10456,D_OMIM:609913,0
G_11077,D_OMIM:619245,1
G_727897,D_OMIM:619489,0
G_84790,D_ORPHA:241,0
G_4567,D_ORPHA:550,1
G_643418,D_OMIM:615897,0
G_54205,D_ORPHA:894,0
G_57492,D_OMIM:135900,1
G_513,D_OMIM:225320,0
G_199713,D_ORPHA:254693,1
G_84876,D_OMIM:612782,1
G_113179,D_OMIM:615286,1
G_6418,D_ORPHA:178469,1
G_9750,D_OMIM:607017,1
G_6505,D_OMIM:615232,1
G_203190,D_ORPHA:440713,0
G_63916,D_ORPHA:3019,1
G_23400,D_ORPHA:314632,1
G_5189,D_ORPHA:772,1
G_9453,D_ORPHA:642976,1
G_2071,D_ORPHA:220295,1
G_8600,D_OMIM:259710,1
G_219844,D_ORPHA:2189,1
G_2555,D_OMIM:619196,0
G_8632,D_OMIM:613943,0
G_2891,D_ORPHA:631248,0
G_2767,D_OMIM:118100,0
G_3899,D_ORPHA:480907,0
G_2316,D_ORPHA:99811,1
G_81846,D_ORPHA:99956,1
G_3265,D_ORPHA:688642,0
G_341640,D_OMIM:611090,0
G_5327,D_OMIM:620282,0
G_5105,D_OMIM:261680,1
G_137392,D_OMIM:212070,0
G_7957,D_ORPHA:668,0
G_55187,D_ORPHA:95434,1
G_3931,D_ORPHA:79293,1
G_8676,D_OMIM:600721,0
G_23301,D_ORPHA:64,0
G_1428,D_ORPHA:90635,1
G_1798,D_ORPHA:117,0
G_5699,D_ORPHA:39041,1
G_3459,D_ORPHA:319581,1
G_3784,D_ORPHA:1552,0
G_10528,D_OMIM:613224,0
G_9681,D_ORPHA:98820,1
G_9512,D_ORPHA:99429,0
G_84197,D_OMIM:615249,1
G_10846,D_OMIM:616921,1
G_8260,D_OMIM:300855,1
G_55967,D_OMIM:167100,0
G_9197,D_OMIM:618651,0
G_8314,D_ORPHA:50251,1
G_4087,D_OMIM:619656,1
G_3921,D_OMIM:618873,0
G_84520,D_OMIM:620038,0
G_3663,D_ORPHA:186,1
G_284,D_ORPHA:599418,1
G_57231,D_OMIM:619484,0
G_283652,D_OMIM:113750,1
G_4043,D_OMIM:610921,0
G_166785,D_OMIM:606346,0
G_10526,D_OMIM:619472,1
G_89795,D_OMIM:621182,1
G_8087,D_OMIM:606483,0
G_5978,D_OMIM:617626,1
G_84433,D_OMIM:270100,0
G_147138,D_OMIM:613224,0
G_10617,D_ORPHA:294016,1
G_6299,D_ORPHA:857,1
G_23204,D_ORPHA:401780,1
G_8022,D_ORPHA:226307,1
G_1763,D_OMIM:615807,1
G_383,D_OMIM:619004,0
G_5106,D_OMIM:618916,0
G_6102,D_OMIM:610205,0
G_2934,D_OMIM:105120,1
